Sexo	Nivel de formación alcanzado	Edad	Periodo	Total
Hombres	Segunda etapa de educación secundaria, con orientación general	De 30 a 34 años	2018	121,8
Hombres	Segunda etapa de educación secundaria, con orientación general	De 30 a 34 años	2017	139,4
Hombres	Segunda etapa de educación secundaria, con orientación general	De 30 a 34 años	2016	152,1
Hombres	Segunda etapa de educación secundaria, con orientación general	De 30 a 34 años	2015	166
Hombres	Segunda etapa de educación secundaria, con orientación general	De 30 a 34 años	2014	175,5
Hombres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2023	138,2
Hombres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2022	148,4
Hombres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2021	162,7
Hombres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2020	185,1
Hombres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2019	201,5
Hombres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2018	202,8
Hombres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2017	217,2
Hombres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2016	237,1
Hombres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2015	226,6
Hombres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2014	223,2
Hombres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2023	201,7
Hombres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2022	232,9
Hombres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2021	227,1
Hombres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2020	234,1
Hombres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2019	238,6
Hombres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2018	246,8
Hombres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2017	240,3
Hombres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2016	239,3
Hombres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2015	230
Hombres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2014	208,7
Hombres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2023	246,5
Hombres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2022	238,5
Hombres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2021	228,9
Hombres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2020	214,9
Hombres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2019	218
Hombres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2018	216,4
Hombres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2017	217,4
Hombres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2016	211
Hombres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2015	213,7
Hombres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2014	193,6
Hombres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2023	208,4
Hombres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2022	207,5
Hombres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2021	193,4
Hombres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2020	184,3
Hombres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2019	205,7
Hombres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2018	196,2
Hombres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2017	196,8
Hombres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2016	201
Hombres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2015	199,4
Hombres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2014	176,7
Hombres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2023	198,9
Hombres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2022	190,3
Hombres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2021	177,4
Hombres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2020	164
Hombres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2019	174,5
Hombres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2018	174,9
Hombres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2017	170,5
Hombres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2016	169,3
Hombres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2015	163,7
Hombres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2014	146,5
Hombres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2023	126,8
Hombres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2022	128
Hombres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2021	123,6
Hombres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2020	117,8
Hombres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2019	98,4
Hombres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2018	90,7
Hombres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2017	82,9
Hombres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2016	73,8
Hombres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2015	63,6
Hombres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2014	59,4
Hombres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2023	20
Hombres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2022	21,3
Hombres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2021	19,1
Hombres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2020	15
Hombres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2019	10,8
Hombres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2018	8,3
Hombres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2017	9,2
Hombres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2016	7,7
Hombres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2015	7,2
Hombres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2014	4,5
Hombres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2023	4,6
Hombres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2022	4,5
Hombres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2021	4,2
Hombres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2020	4,3
Hombres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2019	2,5
Hombres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2018	1,3
Hombres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2017	1,7
Hombres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2016	2,5
Hombres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2015	1,6
Hombres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2014	1,6
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2023	1.212,1
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2022	1.167,4
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2021	1.117
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2020	1.063,6
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2019	1.042
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2018	1.038,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2017	998,7
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2016	945,2
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2015	908
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2014	854,3
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2023	15,7
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2022	16,6
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2021	15,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2020	11,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2019	11,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2018	9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2017	8,6
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2016	5,7
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2015	4,7
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2014	4,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 20 a 24 años	2023	93,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 20 a 24 años	2022	88,2
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 20 a 24 años	2021	75
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 20 a 24 años	2020	69,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 20 a 24 años	2019	81,7
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 20 a 24 años	2018	78,7
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 20 a 24 años	2017	72
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 20 a 24 años	2016	66,7
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 20 a 24 años	2015	66,8
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 20 a 24 años	2014	62,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2023	116,8
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2022	116,3
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2021	109,1
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2020	115,6
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2019	112,4
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2018	111,4
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2017	99,8
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2016	104,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2015	103,4
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 25 a 29 años	2014	104,8
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2023	147
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2022	133
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2021	134,7
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2020	129,3
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2019	126,4
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2018	139,3
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2017	144,8
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2016	147,8
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2015	138,1
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 30 a 34 años	2014	129,6
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2023	153,5
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2022	155,5
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2021	159,6
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2020	140,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2019	155,5
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2018	156,4
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2017	154,1
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2016	151,1
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2015	160,1
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 35 a 39 años	2014	139,7
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2023	165,7
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2022	178,2
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2021	167,5
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2020	157,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2019	149,4
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2018	153,4
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2017	144
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2016	133,6
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2015	132,3
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 40 a 44 años	2014	134,4
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2023	163
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2022	159,3
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2021	161,2
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2020	144,3
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2019	138,5
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2018	144,8
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2017	146,2
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2016	132,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2015	131,7
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 45 a 49 años	2014	124,5
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2023	155,5
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2022	147,1
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2021	138,2
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2020	139,6
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2019	134,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2018	134,2
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2017	126,2
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2016	110,4
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2015	96,8
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 50 a 54 años	2014	86,1
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2023	131,4
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2022	117,8
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2021	104,6
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2020	111
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2019	95,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2018	83
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2017	74,4
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2016	65,5
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2015	52,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 55 a 59 años	2014	47,1
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2023	63,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2022	51
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2021	46,1
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2020	39,4
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2019	32,6
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2018	25,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2017	26,7
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2016	25,4
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2015	20,3
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 60 a 64 años	2014	19
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2023	5,2
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2022	3,7
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2021	4,2
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2020	3,3
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2019	1,3
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2018	1,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2017	2
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2016	1,1
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2015	0,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 65 a 69 años	2014	1,2
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2023	0,8
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2022	0,8
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2021	0,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2020	0,3
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2019	1,5
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2018	0,9
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2017	0,1
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2016	0,3
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2015	0
Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	70 y más años	2014	0,1
Hombres	Educación superior	Total	2023	4.672,7
Hombres	Educación superior	Total	2022	4.488,3
Hombres	Educación superior	Total	2021	4.358,8
Hombres	Educación superior	Total	2020	4.204,2
Hombres	Educación superior	Total	2019	4.186,3
Hombres	Educación superior	Total	2018	4.034,3
Hombres	Educación superior	Total	2017	3.883,3
Hombres	Educación superior	Total	2016	3.725,1
Hombres	Educación superior	Total	2015	3.645,2
Hombres	Educación superior	Total	2014	3.608,9
Hombres	Educación superior	De 16 a 19 años	2023	2,9
Hombres	Educación superior	De 16 a 19 años	2022	1
Hombres	Educación superior	De 16 a 19 años	2021	1,4
Hombres	Educación superior	De 16 a 19 años	2020	0,7
Hombres	Educación superior	De 16 a 19 años	2019	1,2
Hombres	Educación superior	De 16 a 19 años	2018	0,9
Hombres	Educación superior	De 16 a 19 años	2017	0,5
Hombres	Educación superior	De 16 a 19 años	2016	0,5
Hombres	Educación superior	De 16 a 19 años	2015	0,4
Hombres	Educación superior	De 16 a 19 años	2014	0,6
Hombres	Educación superior	De 20 a 24 años	2023	186,9
Hombres	Educación superior	De 20 a 24 años	2022	173,1
Hombres	Educación superior	De 20 a 24 años	2021	148,2
Hombres	Educación superior	De 20 a 24 años	2020	126,3
Hombres	Educación superior	De 20 a 24 años	2019	120,7
Hombres	Educación superior	De 20 a 24 años	2018	121,3
Hombres	Educación superior	De 20 a 24 años	2017	110,7
Hombres	Educación superior	De 20 a 24 años	2016	100,6
Hombres	Educación superior	De 20 a 24 años	2015	85,3
Hombres	Educación superior	De 20 a 24 años	2014	82,4
Hombres	Educación superior	De 25 a 29 años	2023	500,1
Hombres	Educación superior	De 25 a 29 años	2022	452
Hombres	Educación superior	De 25 a 29 años	2021	426,3
Hombres	Educación superior	De 25 a 29 años	2020	398,4
Hombres	Educación superior	De 25 a 29 años	2019	411,9
Hombres	Educación superior	De 25 a 29 años	2018	388,5
Hombres	Educación superior	De 25 a 29 años	2017	352
Hombres	Educación superior	De 25 a 29 años	2016	327,2
Hombres	Educación superior	De 25 a 29 años	2015	315,7
Hombres	Educación superior	De 25 a 29 años	2014	297,4
Hombres	Educación superior	De 30 a 34 años	2023	569,4
Hombres	Educación superior	De 30 a 34 años	2022	512,3
Hombres	Educación superior	De 30 a 34 años	2021	471,3
Hombres	Educación superior	De 30 a 34 años	2020	438,3
Hombres	Educación superior	De 30 a 34 años	2019	462,3
Hombres	Educación superior	De 30 a 34 años	2018	435,2
Hombres	Educación superior	De 30 a 34 años	2017	421,6
Hombres	Educación superior	De 30 a 34 años	2016	419,8
Hombres	Educación superior	De 30 a 34 años	2015	460,9
Hombres	Educación superior	De 30 a 34 años	2014	503,8
Hombres	Educación superior	De 35 a 39 años	2023	539,5
Hombres	Educación superior	De 35 a 39 años	2022	532,2
Hombres	Educación superior	De 35 a 39 años	2021	536,5
Hombres	Educación superior	De 35 a 39 años	2020	553,4
Hombres	Educación superior	De 35 a 39 años	2019	578,9
Hombres	Educación superior	De 35 a 39 años	2018	611,9
Hombres	Educación superior	De 35 a 39 años	2017	655,5
Hombres	Educación superior	De 35 a 39 años	2016	654,2
Hombres	Educación superior	De 35 a 39 años	2015	691,3
Hombres	Educación superior	De 35 a 39 años	2014	718,4
Hombres	Educación superior	De 40 a 44 años	2023	649
Hombres	Educación superior	De 40 a 44 años	2022	674,3
Hombres	Educación superior	De 40 a 44 años	2021	727,2
Hombres	Educación superior	De 40 a 44 años	2020	723,4
Hombres	Educación superior	De 40 a 44 años	2019	744,1
Hombres	Educación superior	De 40 a 44 años	2018	746,2
Hombres	Educación superior	De 40 a 44 años	2017	719,5
Hombres	Educación superior	De 40 a 44 años	2016	692,9
Hombres	Educación superior	De 40 a 44 años	2015	660,7
Hombres	Educación superior	De 40 a 44 años	2014	624,3
Hombres	Educación superior	De 45 a 49 años	2023	746,6
Hombres	Educación superior	De 45 a 49 años	2022	744
Hombres	Educación superior	De 45 a 49 años	2021	709
Hombres	Educación superior	De 45 a 49 años	2020	682,7
Hombres	Educación superior	De 45 a 49 años	2019	664,4
Hombres	Educación superior	De 45 a 49 años	2018	622,2
Hombres	Educación superior	De 45 a 49 años	2017	587,9
Hombres	Educación superior	De 45 a 49 años	2016	570,9
Hombres	Educación superior	De 45 a 49 años	2015	506,9
Hombres	Educación superior	De 45 a 49 años	2014	510,4
Hombres	Educación superior	De 50 a 54 años	2023	617,1
Hombres	Educación superior	De 50 a 54 años	2022	590,8
Hombres	Educación superior	De 50 a 54 años	2021	570,7
Hombres	Educación superior	De 50 a 54 años	2020	553
Hombres	Educación superior	De 50 a 54 años	2019	531,2
Hombres	Educación superior	De 50 a 54 años	2018	500,9
Hombres	Educación superior	De 50 a 54 años	2017	473
Hombres	Educación superior	De 50 a 54 años	2016	441,6
Hombres	Educación superior	De 50 a 54 años	2015	413,1
Hombres	Educación superior	De 50 a 54 años	2014	410,6
Hombres	Educación superior	De 55 a 59 años	2023	480,9
Hombres	Educación superior	De 55 a 59 años	2022	461,3
Hombres	Educación superior	De 55 a 59 años	2021	438,6
Hombres	Educación superior	De 55 a 59 años	2020	420,7
Hombres	Educación superior	De 55 a 59 años	2019	404,9
Hombres	Educación superior	De 55 a 59 años	2018	368,3
Hombres	Educación superior	De 55 a 59 años	2017	340,1
Hombres	Educación superior	De 55 a 59 años	2016	323,3
