Comunidades y Ciudades Autónomas	Sectores de actividad	Tipo de indicador	Componentes del coste	Periodo	Total
10 Comunitat Valenciana	Construcción	Valor absoluto	Cotizaciones voluntarias	2020	69,14
10 Comunitat Valenciana	Construcción	Valor absoluto	Cotizaciones voluntarias	2019	92,8
10 Comunitat Valenciana	Construcción	Valor absoluto	Cotizaciones voluntarias	2018	91,09
10 Comunitat Valenciana	Construcción	Valor absoluto	Cotizaciones voluntarias	2017	115,71
10 Comunitat Valenciana	Construcción	Valor absoluto	Cotizaciones voluntarias	2016	107,84
10 Comunitat Valenciana	Construcción	Valor absoluto	Cotizaciones voluntarias	2015	102,21
10 Comunitat Valenciana	Construcción	Valor absoluto	Cotizaciones voluntarias	2014	212,31
10 Comunitat Valenciana	Construcción	Valor absoluto	Cotizaciones voluntarias	2013	95,49
10 Comunitat Valenciana	Construcción	Valor absoluto	Cotizaciones voluntarias	2012	143,74
10 Comunitat Valenciana	Construcción	Valor absoluto	Cotizaciones voluntarias	2011	90,83
10 Comunitat Valenciana	Construcción	Valor absoluto	Cotizaciones voluntarias	2010	124,57
10 Comunitat Valenciana	Construcción	Valor absoluto	Cotizaciones voluntarias	2009	122,29
10 Comunitat Valenciana	Construcción	Valor absoluto	Cotizaciones voluntarias	2008	95,76
10 Comunitat Valenciana	Construcción	Valor absoluto	Prestaciones sociales directas	2023	124,39
10 Comunitat Valenciana	Construcción	Valor absoluto	Prestaciones sociales directas	2022	143,61
10 Comunitat Valenciana	Construcción	Valor absoluto	Prestaciones sociales directas	2021	165,93
10 Comunitat Valenciana	Construcción	Valor absoluto	Prestaciones sociales directas	2020	139,74
10 Comunitat Valenciana	Construcción	Valor absoluto	Prestaciones sociales directas	2019	82,56
10 Comunitat Valenciana	Construcción	Valor absoluto	Prestaciones sociales directas	2018	131
10 Comunitat Valenciana	Construcción	Valor absoluto	Prestaciones sociales directas	2017	42,73
10 Comunitat Valenciana	Construcción	Valor absoluto	Prestaciones sociales directas	2016	31,84
10 Comunitat Valenciana	Construcción	Valor absoluto	Prestaciones sociales directas	2015	65,1
10 Comunitat Valenciana	Construcción	Valor absoluto	Prestaciones sociales directas	2014	104,89
10 Comunitat Valenciana	Construcción	Valor absoluto	Prestaciones sociales directas	2013	114,43
10 Comunitat Valenciana	Construcción	Valor absoluto	Prestaciones sociales directas	2012	91,04
10 Comunitat Valenciana	Construcción	Valor absoluto	Prestaciones sociales directas	2011	93,39
10 Comunitat Valenciana	Construcción	Valor absoluto	Prestaciones sociales directas	2010	103,72
10 Comunitat Valenciana	Construcción	Valor absoluto	Prestaciones sociales directas	2009	72,46
10 Comunitat Valenciana	Construcción	Valor absoluto	Prestaciones sociales directas	2008	117,31
10 Comunitat Valenciana	Construcción	Valor absoluto	Indemnizaciones por despido	2023	95,04
10 Comunitat Valenciana	Construcción	Valor absoluto	Indemnizaciones por despido	2022	72,33
10 Comunitat Valenciana	Construcción	Valor absoluto	Indemnizaciones por despido	2021	113,61
10 Comunitat Valenciana	Construcción	Valor absoluto	Indemnizaciones por despido	2020	114,63
10 Comunitat Valenciana	Construcción	Valor absoluto	Indemnizaciones por despido	2019	43,02
10 Comunitat Valenciana	Construcción	Valor absoluto	Indemnizaciones por despido	2018	44,43
10 Comunitat Valenciana	Construcción	Valor absoluto	Indemnizaciones por despido	2017	63,63
10 Comunitat Valenciana	Construcción	Valor absoluto	Indemnizaciones por despido	2016	173,1
10 Comunitat Valenciana	Construcción	Valor absoluto	Indemnizaciones por despido	2015	218,46
10 Comunitat Valenciana	Construcción	Valor absoluto	Indemnizaciones por despido	2014	414,87
10 Comunitat Valenciana	Construcción	Valor absoluto	Indemnizaciones por despido	2013	763,44
10 Comunitat Valenciana	Construcción	Valor absoluto	Indemnizaciones por despido	2012	1.315,2
10 Comunitat Valenciana	Construcción	Valor absoluto	Indemnizaciones por despido	2011	865,83
10 Comunitat Valenciana	Construcción	Valor absoluto	Indemnizaciones por despido	2010	469,62
10 Comunitat Valenciana	Construcción	Valor absoluto	Indemnizaciones por despido	2009	935,07
10 Comunitat Valenciana	Construcción	Valor absoluto	Indemnizaciones por despido	2008	669,51
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en formación profesional	2023	33,57
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en formación profesional	2022	40,86
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en formación profesional	2021	43,75
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en formación profesional	2020	37,27
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en formación profesional	2019	66,31
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en formación profesional	2018	61,66
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en formación profesional	2017	45,11
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en formación profesional	2016	53,7
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en formación profesional	2015	55,44
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en formación profesional	2014	125,06
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en formación profesional	2013	46,08
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en formación profesional	2012	54,49
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en formación profesional	2011	61,02
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en formación profesional	2010	62,12
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en formación profesional	2009	40,54
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en formación profesional	2008	38,27
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en transporte	2023	79,77
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en transporte	2022	6,3
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en transporte	2021	19,8
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en transporte	2020	4,98
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en transporte	2019	35,26
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en transporte	2018	24,98
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en transporte	2017	32,31
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en transporte	2016	17,93
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en transporte	2015	12,73
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en transporte	2014	5,65
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en transporte	2013	8,37
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en transporte	2012	24,29
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en transporte	2011	23,24
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en transporte	2010	9,43
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en transporte	2009	27,59
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos en transporte	2008	42,19
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos de carácter social	2023	3,74
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos de carácter social	2022	0,94
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos de carácter social	2021	0,75
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos de carácter social	2020	2,96
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos de carácter social	2019	0,61
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos de carácter social	2018	0
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos de carácter social	2017	0
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos de carácter social	2016	3,41
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos de carácter social	2015	1,1
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos de carácter social	2014	1,36
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos de carácter social	2013	4,25
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos de carácter social	2012	3,03
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos de carácter social	2011	0,85
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos de carácter social	2010	5,01
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos de carácter social	2009	19,45
10 Comunitat Valenciana	Construcción	Valor absoluto	Gastos de carácter social	2008	10,98
10 Comunitat Valenciana	Construcción	Valor absoluto	Resto de costes	2023	378,69
10 Comunitat Valenciana	Construcción	Valor absoluto	Resto de costes	2022	230,87
10 Comunitat Valenciana	Construcción	Valor absoluto	Resto de costes	2021	409,97
10 Comunitat Valenciana	Construcción	Valor absoluto	Resto de costes	2020	460,27
10 Comunitat Valenciana	Construcción	Valor absoluto	Resto de costes	2019	436,6
10 Comunitat Valenciana	Construcción	Valor absoluto	Resto de costes	2018	408,92
10 Comunitat Valenciana	Construcción	Valor absoluto	Resto de costes	2017	542,76
10 Comunitat Valenciana	Construcción	Valor absoluto	Resto de costes	2016	419,92
10 Comunitat Valenciana	Construcción	Valor absoluto	Resto de costes	2015	739,07
10 Comunitat Valenciana	Construcción	Valor absoluto	Resto de costes	2014	44,41
10 Comunitat Valenciana	Construcción	Valor absoluto	Resto de costes	2013	710,73
10 Comunitat Valenciana	Construcción	Valor absoluto	Resto de costes	2012	728,63
10 Comunitat Valenciana	Construcción	Valor absoluto	Resto de costes	2011	764,13
10 Comunitat Valenciana	Construcción	Valor absoluto	Resto de costes	2010	671,61
10 Comunitat Valenciana	Construcción	Valor absoluto	Resto de costes	2009	623,01
10 Comunitat Valenciana	Construcción	Valor absoluto	Resto de costes	2008	718,55
10 Comunitat Valenciana	Construcción	Valor absoluto	Subvenciones y deducciones	2023	180,44
10 Comunitat Valenciana	Construcción	Valor absoluto	Subvenciones y deducciones	2022	140,97
10 Comunitat Valenciana	Construcción	Valor absoluto	Subvenciones y deducciones	2021	81,59
10 Comunitat Valenciana	Construcción	Valor absoluto	Subvenciones y deducciones	2020	104,77
10 Comunitat Valenciana	Construcción	Valor absoluto	Subvenciones y deducciones	2019	111,98
10 Comunitat Valenciana	Construcción	Valor absoluto	Subvenciones y deducciones	2018	99,75
10 Comunitat Valenciana	Construcción	Valor absoluto	Subvenciones y deducciones	2017	111,08
10 Comunitat Valenciana	Construcción	Valor absoluto	Subvenciones y deducciones	2016	125,97
10 Comunitat Valenciana	Construcción	Valor absoluto	Subvenciones y deducciones	2015	130,4
10 Comunitat Valenciana	Construcción	Valor absoluto	Subvenciones y deducciones	2014	81,89
10 Comunitat Valenciana	Construcción	Valor absoluto	Subvenciones y deducciones	2013	81,62
10 Comunitat Valenciana	Construcción	Valor absoluto	Subvenciones y deducciones	2012	164,85
10 Comunitat Valenciana	Construcción	Valor absoluto	Subvenciones y deducciones	2011	223,05
10 Comunitat Valenciana	Construcción	Valor absoluto	Subvenciones y deducciones	2010	221,08
10 Comunitat Valenciana	Construcción	Valor absoluto	Subvenciones y deducciones	2009	209,04
10 Comunitat Valenciana	Construcción	Valor absoluto	Subvenciones y deducciones	2008	241,35
10 Comunitat Valenciana	Construcción	Valor absoluto	Coste total neto	2023	31.778,81
10 Comunitat Valenciana	Construcción	Valor absoluto	Coste total neto	2022	29.861,57
10 Comunitat Valenciana	Construcción	Valor absoluto	Coste total neto	2021	29.286,99
10 Comunitat Valenciana	Construcción	Valor absoluto	Coste total neto	2020	28.438,53
10 Comunitat Valenciana	Construcción	Valor absoluto	Coste total neto	2019	28.926,42
10 Comunitat Valenciana	Construcción	Valor absoluto	Coste total neto	2018	28.916,65
10 Comunitat Valenciana	Construcción	Valor absoluto	Coste total neto	2017	28.318,64
10 Comunitat Valenciana	Construcción	Valor absoluto	Coste total neto	2016	28.205,93
10 Comunitat Valenciana	Construcción	Valor absoluto	Coste total neto	2015	31.247,16
10 Comunitat Valenciana	Construcción	Valor absoluto	Coste total neto	2014	29.929,98
10 Comunitat Valenciana	Construcción	Valor absoluto	Coste total neto	2013	29.435,28
10 Comunitat Valenciana	Construcción	Valor absoluto	Coste total neto	2012	30.749,23
10 Comunitat Valenciana	Construcción	Valor absoluto	Coste total neto	2011	29.259,92
10 Comunitat Valenciana	Construcción	Valor absoluto	Coste total neto	2010	28.200,33
10 Comunitat Valenciana	Construcción	Valor absoluto	Coste total neto	2009	28.789,94
10 Comunitat Valenciana	Construcción	Valor absoluto	Coste total neto	2008	26.432,88
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2023	100
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2022	100
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2021	100
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2020	100
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2019	100
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2018	100
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2017	100
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2016	100
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2015	100
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2014	100
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2013	100
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2012	100
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2011	100
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2010	100
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2009	100
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2008	100
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2023	70,5
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2022	70,92
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2021	70,05
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2020	70,51
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2019	70,65
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2018	70,83
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2017	70,33
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2016	70,35
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2015	70,96
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2014	71,55
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2013	69,61
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2012	68,74
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2011	69,04
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2010	70,1
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2009	69,42
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2008	68,61
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2023	26,93
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2022	27,07
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2021	27,1
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2020	26,59
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2019	26,75
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2018	26,54
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2017	26,71
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2016	26,8
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2015	25,23
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2014	25,42
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2013	24,48
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2012	23,63
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2011	24,52
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2010	24,81
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2009	24,23
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2008	25,04
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2023	0,33
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2022	0,36
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2021	0,28
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2020	0,24
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2019	0,32
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2018	0,31
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2017	0,41
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2016	0,38
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2015	0,33
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2014	0,71
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2013	0,32
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2012	0,46
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2011	0,31
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2010	0,44
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2009	0,42
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2008	0,36
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2023	0,39
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2022	0,48
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2021	0,56
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2020	0,49
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2019	0,28
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2018	0,45
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2017	0,15
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2016	0,11
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2015	0,21
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2014	0,35
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2013	0,39
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2012	0,29
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2011	0,32
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2010	0,36
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2009	0,25
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2008	0,44
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2023	0,3
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2022	0,24
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2021	0,39
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2020	0,4
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2019	0,15
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2018	0,15
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2017	0,22
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2016	0,61
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2015	0,7
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2014	1,38
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2013	2,59
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2012	4,25
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2011	2,94
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2010	1,65
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2009	3,22
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2008	2,51
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2023	0,11
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2022	0,14
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2021	0,15
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2020	0,13
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2019	0,23
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2018	0,21
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2017	0,16
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2016	0,19
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2015	0,18
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2014	0,42
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2013	0,16
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2012	0,18
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2011	0,21
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2010	0,22
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2009	0,14
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2008	0,14
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2023	0,25
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2022	0,02
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2021	0,07
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2020	0,02
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2019	0,12
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2018	0,09
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2017	0,11
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2016	0,06
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2015	0,04
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2014	0,02
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2013	0,03
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2012	0,08
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2011	0,08
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2010	0,03
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2009	0,1
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2008	0,16
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2023	0,01
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2022	0
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2021	0
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2020	0,01
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2019	0
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2018	0
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2017	0
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2016	0,01
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2015	0
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2014	0
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2013	0,01
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2012	0,01
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2011	0
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2010	0,02
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2009	0,07
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2008	0,04
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2023	1,18
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2022	0,77
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2021	1,4
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2020	1,61
10 Comunitat Valenciana	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2019	1,5
