Sexo	Tipo de contrato o relación laboral	Edad	Periodo	Total
Hombres	Temporal: Para obra o servicio determinado	De 16 a 19 años	2006	51,9
Hombres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2023	44,3
Hombres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2022	65,2
Hombres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2021	87,9
Hombres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2020	87,3
Hombres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2019	103,2
Hombres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2018	100,3
Hombres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2017	102,1
Hombres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2016	96,7
Hombres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2015	84,3
Hombres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2014	71,7
Hombres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2013	71
Hombres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2012	77,4
Hombres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2011	94,4
Hombres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2010	108,7
Hombres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2009	117,3
Hombres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2008	155,3
Hombres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2007	192,4
Hombres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2006	182,7
Hombres	Temporal: Para obra o servicio determinado	De 25 a 29 años	2023	32,9
Hombres	Temporal: Para obra o servicio determinado	De 25 a 29 años	2022	80,2
Hombres	Temporal: Para obra o servicio determinado	De 25 a 29 años	2021	123,1
Hombres	Temporal: Para obra o servicio determinado	De 25 a 29 años	2020	118,2
Hombres	Temporal: Para obra o servicio determinado	De 25 a 29 años	2019	145,5
Hombres	Temporal: Para obra o servicio determinado	De 25 a 29 años	2018	144,4
Hombres	Temporal: Para obra o servicio determinado	De 25 a 29 años	2017	161
Hombres	Temporal: Para obra o servicio determinado	De 25 a 29 años	2016	145,8
Hombres	Temporal: Para obra o servicio determinado	De 25 a 29 años	2015	128
Hombres	Temporal: Para obra o servicio determinado	De 25 a 29 años	2014	140,3
Hombres	Temporal: Para obra o servicio determinado	De 25 a 29 años	2013	115,5
Hombres	Temporal: Para obra o servicio determinado	De 25 a 29 años	2012	126,3
Hombres	Temporal: Para obra o servicio determinado	De 25 a 29 años	2011	159,4
Hombres	Temporal: Para obra o servicio determinado	De 25 a 29 años	2010	167,9
Hombres	Temporal: Para obra o servicio determinado	De 25 a 29 años	2009	184,4
Hombres	Temporal: Para obra o servicio determinado	De 25 a 29 años	2008	224,8
Hombres	Temporal: Para obra o servicio determinado	De 25 a 29 años	2007	280,9
Hombres	Temporal: Para obra o servicio determinado	De 25 a 29 años	2006	263,2
Hombres	Temporal: Para obra o servicio determinado	De 30 a 39 años	2023	71,6
Hombres	Temporal: Para obra o servicio determinado	De 30 a 39 años	2022	136,7
Hombres	Temporal: Para obra o servicio determinado	De 30 a 39 años	2021	216,4
Hombres	Temporal: Para obra o servicio determinado	De 30 a 39 años	2020	220,9
Hombres	Temporal: Para obra o servicio determinado	De 30 a 39 años	2019	257,3
Hombres	Temporal: Para obra o servicio determinado	De 30 a 39 años	2018	275,5
Hombres	Temporal: Para obra o servicio determinado	De 30 a 39 años	2017	310,6
Hombres	Temporal: Para obra o servicio determinado	De 30 a 39 años	2016	313,4
Hombres	Temporal: Para obra o servicio determinado	De 30 a 39 años	2015	328,9
Hombres	Temporal: Para obra o servicio determinado	De 30 a 39 años	2014	270,8
Hombres	Temporal: Para obra o servicio determinado	De 30 a 39 años	2013	270,5
Hombres	Temporal: Para obra o servicio determinado	De 30 a 39 años	2012	282,6
Hombres	Temporal: Para obra o servicio determinado	De 30 a 39 años	2011	321,9
Hombres	Temporal: Para obra o servicio determinado	De 30 a 39 años	2010	344,3
Hombres	Temporal: Para obra o servicio determinado	De 30 a 39 años	2009	338,7
Hombres	Temporal: Para obra o servicio determinado	De 30 a 39 años	2008	429,5
Hombres	Temporal: Para obra o servicio determinado	De 30 a 39 años	2007	476,7
Hombres	Temporal: Para obra o servicio determinado	De 30 a 39 años	2006	459,9
Hombres	Temporal: Para obra o servicio determinado	De 40 a 49 años	2023	80,9
Hombres	Temporal: Para obra o servicio determinado	De 40 a 49 años	2022	145
Hombres	Temporal: Para obra o servicio determinado	De 40 a 49 años	2021	212
Hombres	Temporal: Para obra o servicio determinado	De 40 a 49 años	2020	226,3
Hombres	Temporal: Para obra o servicio determinado	De 40 a 49 años	2019	265,7
Hombres	Temporal: Para obra o servicio determinado	De 40 a 49 años	2018	271,1
Hombres	Temporal: Para obra o servicio determinado	De 40 a 49 años	2017	261,2
Hombres	Temporal: Para obra o servicio determinado	De 40 a 49 años	2016	264,9
Hombres	Temporal: Para obra o servicio determinado	De 40 a 49 años	2015	233,1
Hombres	Temporal: Para obra o servicio determinado	De 40 a 49 años	2014	182,3
Hombres	Temporal: Para obra o servicio determinado	De 40 a 49 años	2013	168,8
Hombres	Temporal: Para obra o servicio determinado	De 40 a 49 años	2012	162
Hombres	Temporal: Para obra o servicio determinado	De 40 a 49 años	2011	196,5
Hombres	Temporal: Para obra o servicio determinado	De 40 a 49 años	2010	200,8
Hombres	Temporal: Para obra o servicio determinado	De 40 a 49 años	2009	201
Hombres	Temporal: Para obra o servicio determinado	De 40 a 49 años	2008	247,9
Hombres	Temporal: Para obra o servicio determinado	De 40 a 49 años	2007	271,5
Hombres	Temporal: Para obra o servicio determinado	De 40 a 49 años	2006	252
Hombres	Temporal: Para obra o servicio determinado	De 50 a 59 años	2023	62,2
Hombres	Temporal: Para obra o servicio determinado	De 50 a 59 años	2022	96,7
Hombres	Temporal: Para obra o servicio determinado	De 50 a 59 años	2021	134,7
Hombres	Temporal: Para obra o servicio determinado	De 50 a 59 años	2020	142,7
Hombres	Temporal: Para obra o servicio determinado	De 50 a 59 años	2019	149,8
Hombres	Temporal: Para obra o servicio determinado	De 50 a 59 años	2018	158,8
Hombres	Temporal: Para obra o servicio determinado	De 50 a 59 años	2017	136,1
Hombres	Temporal: Para obra o servicio determinado	De 50 a 59 años	2016	126,2
Hombres	Temporal: Para obra o servicio determinado	De 50 a 59 años	2015	109,6
Hombres	Temporal: Para obra o servicio determinado	De 50 a 59 años	2014	91,1
Hombres	Temporal: Para obra o servicio determinado	De 50 a 59 años	2013	68,8
Hombres	Temporal: Para obra o servicio determinado	De 50 a 59 años	2012	68,9
Hombres	Temporal: Para obra o servicio determinado	De 50 a 59 años	2011	79,2
Hombres	Temporal: Para obra o servicio determinado	De 50 a 59 años	2010	87,2
Hombres	Temporal: Para obra o servicio determinado	De 50 a 59 años	2009	93,6
Hombres	Temporal: Para obra o servicio determinado	De 50 a 59 años	2008	118,7
Hombres	Temporal: Para obra o servicio determinado	De 50 a 59 años	2007	116
Hombres	Temporal: Para obra o servicio determinado	De 50 a 59 años	2006	112,7
Hombres	Temporal: Para obra o servicio determinado	De 60 a 69 años	2023	10,4
Hombres	Temporal: Para obra o servicio determinado	De 60 a 69 años	2022	24,2
Hombres	Temporal: Para obra o servicio determinado	De 60 a 69 años	2021	31,6
Hombres	Temporal: Para obra o servicio determinado	De 60 a 69 años	2020	30,1
Hombres	Temporal: Para obra o servicio determinado	De 60 a 69 años	2019	28,6
Hombres	Temporal: Para obra o servicio determinado	De 60 a 69 años	2018	20
Hombres	Temporal: Para obra o servicio determinado	De 60 a 69 años	2017	20,3
Hombres	Temporal: Para obra o servicio determinado	De 60 a 69 años	2016	19,1
Hombres	Temporal: Para obra o servicio determinado	De 60 a 69 años	2015	13,7
Hombres	Temporal: Para obra o servicio determinado	De 60 a 69 años	2014	9,5
Hombres	Temporal: Para obra o servicio determinado	De 60 a 69 años	2013	9,9
Hombres	Temporal: Para obra o servicio determinado	De 60 a 69 años	2012	12,9
Hombres	Temporal: Para obra o servicio determinado	De 60 a 69 años	2011	15,7
Hombres	Temporal: Para obra o servicio determinado	De 60 a 69 años	2010	13,8
Hombres	Temporal: Para obra o servicio determinado	De 60 a 69 años	2009	14,2
Hombres	Temporal: Para obra o servicio determinado	De 60 a 69 años	2008	16,8
Hombres	Temporal: Para obra o servicio determinado	De 60 a 69 años	2007	19,5
Hombres	Temporal: Para obra o servicio determinado	De 60 a 69 años	2006	21,5
Hombres	Temporal: Para obra o servicio determinado	70 y más años	2023	..
Hombres	Temporal: Para obra o servicio determinado	70 y más años	2022	0,1
Hombres	Temporal: Para obra o servicio determinado	70 y más años	2021	0,6
Hombres	Temporal: Para obra o servicio determinado	70 y más años	2020	0,4
Hombres	Temporal: Para obra o servicio determinado	70 y más años	2019	1
Hombres	Temporal: Para obra o servicio determinado	70 y más años	2018	0,7
Hombres	Temporal: Para obra o servicio determinado	70 y más años	2017	..
Hombres	Temporal: Para obra o servicio determinado	70 y más años	2016	0,4
Hombres	Temporal: Para obra o servicio determinado	70 y más años	2015	0,2
Hombres	Temporal: Para obra o servicio determinado	70 y más años	2014	0,4
Hombres	Temporal: Para obra o servicio determinado	70 y más años	2013	0,5
Hombres	Temporal: Para obra o servicio determinado	70 y más años	2012	1,2
Hombres	Temporal: Para obra o servicio determinado	70 y más años	2011	1,1
Hombres	Temporal: Para obra o servicio determinado	70 y más años	2010	0,9
Hombres	Temporal: Para obra o servicio determinado	70 y más años	2009	0,7
Hombres	Temporal: Para obra o servicio determinado	70 y más años	2008	0,9
Hombres	Temporal: Para obra o servicio determinado	70 y más años	2007	0,9
Hombres	Temporal: Para obra o servicio determinado	70 y más años	2006	0,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	Total	2023	65,8
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	Total	2022	54
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	Total	2021	54,2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	Total	2020	39,2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	Total	2019	50,9
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	Total	2018	46,9
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	Total	2017	44,9
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	Total	2016	56,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	Total	2015	60,7
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	Total	2014	57
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	Total	2013	59,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	Total	2012	65,8
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	Total	2011	88,5
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	Total	2010	100,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	Total	2009	93,8
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	Total	2008	132,5
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	Total	2007	144,8
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	Total	2006	139,5
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 16 a 19 años	2023	2,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 16 a 19 años	2022	2,5
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 16 a 19 años	2021	1,6
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 16 a 19 años	2020	1,5
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 16 a 19 años	2019	2,6
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 16 a 19 años	2018	1,8
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 16 a 19 años	2017	1,5
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 16 a 19 años	2016	2,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 16 a 19 años	2015	1,9
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 16 a 19 años	2014	2,2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 16 a 19 años	2013	2,1
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 16 a 19 años	2012	3,7
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 16 a 19 años	2011	4,1
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 16 a 19 años	2010	5,2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 16 a 19 años	2009	6,6
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 16 a 19 años	2008	12,2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 16 a 19 años	2007	13,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 16 a 19 años	2006	13,2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 20 a 24 años	2023	10,6
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 20 a 24 años	2022	10,1
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 20 a 24 años	2021	6,8
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 20 a 24 años	2020	4,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 20 a 24 años	2019	8,6
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 20 a 24 años	2018	6,7
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 20 a 24 años	2017	8,2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 20 a 24 años	2016	7,6
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 20 a 24 años	2015	8
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 20 a 24 años	2014	6,7
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 20 a 24 años	2013	9,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 20 a 24 años	2012	8,1
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 20 a 24 años	2011	11,9
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 20 a 24 años	2010	18,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 20 a 24 años	2009	18,9
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 20 a 24 años	2008	23,5
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 20 a 24 años	2007	22,3
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 20 a 24 años	2006	23,9
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 25 a 29 años	2023	11,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 25 a 29 años	2022	9
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 25 a 29 años	2021	8,9
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 25 a 29 años	2020	6,1
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 25 a 29 años	2019	6,6
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 25 a 29 años	2018	5,5
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 25 a 29 años	2017	6,1
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 25 a 29 años	2016	9,7
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 25 a 29 años	2015	9,2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 25 a 29 años	2014	10,3
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 25 a 29 años	2013	11
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 25 a 29 años	2012	9,9
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 25 a 29 años	2011	17,2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 25 a 29 años	2010	17,7
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 25 a 29 años	2009	19,2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 25 a 29 años	2008	26,3
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 25 a 29 años	2007	33,2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 25 a 29 años	2006	31,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 30 a 39 años	2023	20,1
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 30 a 39 años	2022	17,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 30 a 39 años	2021	20,3
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 30 a 39 años	2020	10,7
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 30 a 39 años	2019	12,7
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 30 a 39 años	2018	14,9
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 30 a 39 años	2017	13,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 30 a 39 años	2016	18
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 30 a 39 años	2015	22,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 30 a 39 años	2014	19,2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 30 a 39 años	2013	17,6
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 30 a 39 años	2012	24,2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 30 a 39 años	2011	30,7
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 30 a 39 años	2010	31,8
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 30 a 39 años	2009	23,5
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 30 a 39 años	2008	38,5
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 30 a 39 años	2007	42,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 30 a 39 años	2006	39
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 40 a 49 años	2023	13,7
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 40 a 49 años	2022	9,1
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 40 a 49 años	2021	9
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 40 a 49 años	2020	8,8
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 40 a 49 años	2019	12,8
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 40 a 49 años	2018	10,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 40 a 49 años	2017	10,5
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 40 a 49 años	2016	9,7
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 40 a 49 años	2015	11,2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 40 a 49 años	2014	11,9
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 40 a 49 años	2013	14
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 40 a 49 años	2012	13,5
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 40 a 49 años	2011	16,1
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 40 a 49 años	2010	17,3
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 40 a 49 años	2009	15,7
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 40 a 49 años	2008	22,1
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 40 a 49 años	2007	21,8
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 40 a 49 años	2006	19,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 50 a 59 años	2023	5,3
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 50 a 59 años	2022	4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 50 a 59 años	2021	6,2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 50 a 59 años	2020	5,6
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 50 a 59 años	2019	6,2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 50 a 59 años	2018	5,5
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 50 a 59 años	2017	4,6
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 50 a 59 años	2016	7,2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 50 a 59 años	2015	7
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 50 a 59 años	2014	5,8
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 50 a 59 años	2013	3,8
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 50 a 59 años	2012	5,6
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 50 a 59 años	2011	6,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 50 a 59 años	2010	8,5
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 50 a 59 años	2009	7,8
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 50 a 59 años	2008	8,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 50 a 59 años	2007	9,6
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 50 a 59 años	2006	8,8
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 60 a 69 años	2023	1,5
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 60 a 69 años	2022	1,3
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 60 a 69 años	2021	1,5
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 60 a 69 años	2020	2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 60 a 69 años	2019	1
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 60 a 69 años	2018	2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 60 a 69 años	2017	0,6
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 60 a 69 años	2016	1,9
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 60 a 69 años	2015	1,1
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 60 a 69 años	2014	0,8
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 60 a 69 años	2013	1,6
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 60 a 69 años	2012	0,7
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 60 a 69 años	2011	2,1
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 60 a 69 años	2010	1,5
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 60 a 69 años	2009	2
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 60 a 69 años	2008	1,6
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 60 a 69 años	2007	2,1
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	De 60 a 69 años	2006	3,4
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	70 y más años	2023	0,8
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	70 y más años	2022	0,5
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	70 y más años	2021	..
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	70 y más años	2020	0,3
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	70 y más años	2019	0,3
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	70 y más años	2018	0,1
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	70 y más años	2017	0,1
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	70 y más años	2016	..
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	70 y más años	2015	..
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	70 y más años	2014	0
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	70 y más años	2013	..
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	70 y más años	2012	..
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	70 y más años	2011	..
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	70 y más años	2010	0,1
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	70 y más años	2009	0,1
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	70 y más años	2008	..
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	70 y más años	2007	0,1
Hombres	Temporal: Verbal, no incluido en las opciones anteriores	70 y más años	2006	0,5
Hombres	Temporal: Otro tipo	Total	2023	70,5
Hombres	Temporal: Otro tipo	Total	2022	65
Hombres	Temporal: Otro tipo	Total	2021	63,8
Hombres	Temporal: Otro tipo	Total	2020	59,4
Hombres	Temporal: Otro tipo	Total	2019	59,3
Hombres	Temporal: Otro tipo	Total	2018	50,2
Hombres	Temporal: Otro tipo	Total	2017	35,8
Hombres	Temporal: Otro tipo	Total	2016	39,8
Hombres	Temporal: Otro tipo	Total	2015	40,4
Hombres	Temporal: Otro tipo	Total	2014	36,7
Hombres	Temporal: Otro tipo	Total	2013	39,5
Hombres	Temporal: Otro tipo	Total	2012	46
Hombres	Temporal: Otro tipo	Total	2011	55,6
Hombres	Temporal: Otro tipo	Total	2010	53,8
Hombres	Temporal: Otro tipo	Total	2009	67,4
Hombres	Temporal: Otro tipo	Total	2008	64,5
Hombres	Temporal: Otro tipo	Total	2007	74,7
Hombres	Temporal: Otro tipo	Total	2006	79
Hombres	Temporal: Otro tipo	De 16 a 19 años	2023	0,3
Hombres	Temporal: Otro tipo	De 16 a 19 años	2022	0,8
Hombres	Temporal: Otro tipo	De 16 a 19 años	2021	1
Hombres	Temporal: Otro tipo	De 16 a 19 años	2020	0,5
Hombres	Temporal: Otro tipo	De 16 a 19 años	2019	0,8
Hombres	Temporal: Otro tipo	De 16 a 19 años	2018	0,8
Hombres	Temporal: Otro tipo	De 16 a 19 años	2017	0,4
Hombres	Temporal: Otro tipo	De 16 a 19 años	2016	0,4
Hombres	Temporal: Otro tipo	De 16 a 19 años	2015	0,5
Hombres	Temporal: Otro tipo	De 16 a 19 años	2014	0,6
Hombres	Temporal: Otro tipo	De 16 a 19 años	2013	0,4
Hombres	Temporal: Otro tipo	De 16 a 19 años	2012	0,2
Hombres	Temporal: Otro tipo	De 16 a 19 años	2011	0,3
Hombres	Temporal: Otro tipo	De 16 a 19 años	2010	0,8
Hombres	Temporal: Otro tipo	De 16 a 19 años	2009	2,4
Hombres	Temporal: Otro tipo	De 16 a 19 años	2008	1,7
Hombres	Temporal: Otro tipo	De 16 a 19 años	2007	2,6
Hombres	Temporal: Otro tipo	De 16 a 19 años	2006	2,2
Hombres	Temporal: Otro tipo	De 20 a 24 años	2023	3,6
Hombres	Temporal: Otro tipo	De 20 a 24 años	2022	4,1
Hombres	Temporal: Otro tipo	De 20 a 24 años	2021	3,4
Hombres	Temporal: Otro tipo	De 20 a 24 años	2020	3,7
Hombres	Temporal: Otro tipo	De 20 a 24 años	2019	5,1
Hombres	Temporal: Otro tipo	De 20 a 24 años	2018	3,4
Hombres	Temporal: Otro tipo	De 20 a 24 años	2017	2,9
Hombres	Temporal: Otro tipo	De 20 a 24 años	2016	2,5
Hombres	Temporal: Otro tipo	De 20 a 24 años	2015	3,3
Hombres	Temporal: Otro tipo	De 20 a 24 años	2014	2,5
Hombres	Temporal: Otro tipo	De 20 a 24 años	2013	2,5
Hombres	Temporal: Otro tipo	De 20 a 24 años	2012	4
Hombres	Temporal: Otro tipo	De 20 a 24 años	2011	5
Hombres	Temporal: Otro tipo	De 20 a 24 años	2010	5,8
Hombres	Temporal: Otro tipo	De 20 a 24 años	2009	6,9
Hombres	Temporal: Otro tipo	De 20 a 24 años	2008	7
Hombres	Temporal: Otro tipo	De 20 a 24 años	2007	12
Hombres	Temporal: Otro tipo	De 20 a 24 años	2006	9,7
Hombres	Temporal: Otro tipo	De 25 a 29 años	2023	7
Hombres	Temporal: Otro tipo	De 25 a 29 años	2022	6,5
Hombres	Temporal: Otro tipo	De 25 a 29 años	2021	8,6
Hombres	Temporal: Otro tipo	De 25 a 29 años	2020	7,3
Hombres	Temporal: Otro tipo	De 25 a 29 años	2019	7,6
Hombres	Temporal: Otro tipo	De 25 a 29 años	2018	5,7
