Sexo	Edad	Nivel de formación alcanzado	Periodo	Total
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2015	42,3
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2014	54,8
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023	32,2
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022	27,4
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021	35,5
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020	34,4
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019	31,3
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018	30,3
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017	39,2
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016	42,5
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015	47
Hombres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014	48,5
Hombres	De 20 a 24 años	Educación superior	2023	47,3
Hombres	De 20 a 24 años	Educación superior	2022	36,8
Hombres	De 20 a 24 años	Educación superior	2021	51,7
Hombres	De 20 a 24 años	Educación superior	2020	45,1
Hombres	De 20 a 24 años	Educación superior	2019	34,6
Hombres	De 20 a 24 años	Educación superior	2018	36,6
Hombres	De 20 a 24 años	Educación superior	2017	37,9
Hombres	De 20 a 24 años	Educación superior	2016	41
Hombres	De 20 a 24 años	Educación superior	2015	50,6
Hombres	De 20 a 24 años	Educación superior	2014	51,1
Hombres	De 25 a 29 años	Total	2023	172,2
Hombres	De 25 a 29 años	Total	2022	178,2
Hombres	De 25 a 29 años	Total	2021	235,1
Hombres	De 25 a 29 años	Total	2020	234,9
Hombres	De 25 a 29 años	Total	2019	206,3
Hombres	De 25 a 29 años	Total	2018	210,5
Hombres	De 25 a 29 años	Total	2017	236,9
Hombres	De 25 a 29 años	Total	2016	271,2
Hombres	De 25 a 29 años	Total	2015	327,4
Hombres	De 25 a 29 años	Total	2014	364,5
Hombres	De 25 a 29 años	Analfabetos	2023	0,2
Hombres	De 25 a 29 años	Analfabetos	2022	0,4
Hombres	De 25 a 29 años	Analfabetos	2021	0,1
Hombres	De 25 a 29 años	Analfabetos	2020	0,3
Hombres	De 25 a 29 años	Analfabetos	2019	0,1
Hombres	De 25 a 29 años	Analfabetos	2018	0,8
Hombres	De 25 a 29 años	Analfabetos	2017	0,5
Hombres	De 25 a 29 años	Analfabetos	2016	0,4
Hombres	De 25 a 29 años	Analfabetos	2015	0,4
Hombres	De 25 a 29 años	Analfabetos	2014	0,3
Hombres	De 25 a 29 años	Estudios primarios incompletos	2023	0,4
Hombres	De 25 a 29 años	Estudios primarios incompletos	2022	1,8
Hombres	De 25 a 29 años	Estudios primarios incompletos	2021	1
Hombres	De 25 a 29 años	Estudios primarios incompletos	2020	0,6
Hombres	De 25 a 29 años	Estudios primarios incompletos	2019	1,3
Hombres	De 25 a 29 años	Estudios primarios incompletos	2018	4
Hombres	De 25 a 29 años	Estudios primarios incompletos	2017	2,6
Hombres	De 25 a 29 años	Estudios primarios incompletos	2016	3,1
Hombres	De 25 a 29 años	Estudios primarios incompletos	2015	3,1
Hombres	De 25 a 29 años	Estudios primarios incompletos	2014	2,9
Hombres	De 25 a 29 años	Educación primaria	2023	11,9
Hombres	De 25 a 29 años	Educación primaria	2022	13,4
Hombres	De 25 a 29 años	Educación primaria	2021	18,4
Hombres	De 25 a 29 años	Educación primaria	2020	15,8
Hombres	De 25 a 29 años	Educación primaria	2019	18,1
Hombres	De 25 a 29 años	Educación primaria	2018	17,6
Hombres	De 25 a 29 años	Educación primaria	2017	25,4
Hombres	De 25 a 29 años	Educación primaria	2016	31,5
Hombres	De 25 a 29 años	Educación primaria	2015	42,2
Hombres	De 25 a 29 años	Educación primaria	2014	42
Hombres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2023	55
Hombres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2022	52,7
Hombres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2021	76
Hombres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2020	74,6
Hombres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2019	73
Hombres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2018	73,3
Hombres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2017	92,7
Hombres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2016	106,1
Hombres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2015	131,6
Hombres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2014	147,5
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2023	25,7
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2022	24,3
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2021	23,7
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2020	33,2
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2019	21,8
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2018	28
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2017	26,5
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2016	24,9
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2015	32
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2014	32,9
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023	25,2
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022	24,5
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021	34,8
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020	25,9
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019	24,6
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018	24,4
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017	24,6
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016	28
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015	37,9
Hombres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014	39
Hombres	De 25 a 29 años	Educación superior	2023	53,8
Hombres	De 25 a 29 años	Educación superior	2022	61,1
Hombres	De 25 a 29 años	Educación superior	2021	81,1
Hombres	De 25 a 29 años	Educación superior	2020	84,6
Hombres	De 25 a 29 años	Educación superior	2019	67,4
Hombres	De 25 a 29 años	Educación superior	2018	62,4
Hombres	De 25 a 29 años	Educación superior	2017	64,6
Hombres	De 25 a 29 años	Educación superior	2016	77,2
Hombres	De 25 a 29 años	Educación superior	2015	80,2
Hombres	De 25 a 29 años	Educación superior	2014	99,8
Hombres	De 30 a 44 años	Total	2023	394,8
Hombres	De 30 a 44 años	Total	2022	432,7
Hombres	De 30 a 44 años	Total	2021	518,6
Hombres	De 30 a 44 años	Total	2020	541,5
Hombres	De 30 a 44 años	Total	2019	474,3
Hombres	De 30 a 44 años	Total	2018	537,9
Hombres	De 30 a 44 años	Total	2017	625,4
Hombres	De 30 a 44 años	Total	2016	778,5
Hombres	De 30 a 44 años	Total	2015	918,1
Hombres	De 30 a 44 años	Total	2014	1.100,4
Hombres	De 30 a 44 años	Analfabetos	2023	3,8
Hombres	De 30 a 44 años	Analfabetos	2022	3,7
Hombres	De 30 a 44 años	Analfabetos	2021	2,9
Hombres	De 30 a 44 años	Analfabetos	2020	2
Hombres	De 30 a 44 años	Analfabetos	2019	3,1
Hombres	De 30 a 44 años	Analfabetos	2018	3,4
Hombres	De 30 a 44 años	Analfabetos	2017	4,9
Hombres	De 30 a 44 años	Analfabetos	2016	1,5
Hombres	De 30 a 44 años	Analfabetos	2015	3,8
Hombres	De 30 a 44 años	Analfabetos	2014	6,3
Hombres	De 30 a 44 años	Estudios primarios incompletos	2023	8,6
Hombres	De 30 a 44 años	Estudios primarios incompletos	2022	10
Hombres	De 30 a 44 años	Estudios primarios incompletos	2021	11,2
Hombres	De 30 a 44 años	Estudios primarios incompletos	2020	13,4
Hombres	De 30 a 44 años	Estudios primarios incompletos	2019	11
Hombres	De 30 a 44 años	Estudios primarios incompletos	2018	13,6
Hombres	De 30 a 44 años	Estudios primarios incompletos	2017	17
Hombres	De 30 a 44 años	Estudios primarios incompletos	2016	18,8
Hombres	De 30 a 44 años	Estudios primarios incompletos	2015	30,2
Hombres	De 30 a 44 años	Estudios primarios incompletos	2014	26,6
Hombres	De 30 a 44 años	Educación primaria	2023	44,3
Hombres	De 30 a 44 años	Educación primaria	2022	39,5
Hombres	De 30 a 44 años	Educación primaria	2021	44,5
Hombres	De 30 a 44 años	Educación primaria	2020	40,7
Hombres	De 30 a 44 años	Educación primaria	2019	44,2
Hombres	De 30 a 44 años	Educación primaria	2018	53,5
Hombres	De 30 a 44 años	Educación primaria	2017	57,1
Hombres	De 30 a 44 años	Educación primaria	2016	83,8
Hombres	De 30 a 44 años	Educación primaria	2015	87,4
Hombres	De 30 a 44 años	Educación primaria	2014	111,4
Hombres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2023	149,2
Hombres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2022	180,5
Hombres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2021	210
Hombres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2020	211,7
Hombres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2019	192,2
Hombres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2018	227,9
Hombres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2017	274,6
Hombres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2016	326,2
Hombres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2015	384,8
Hombres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2014	469,5
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2023	45,4
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2022	48,3
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2021	63,9
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2020	71,6
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2019	63,9
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2018	69,3
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2017	76
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2016	101,8
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2015	128,3
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2014	144,2
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023	45,3
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022	46
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021	51,6
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020	49
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019	44,9
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018	50,9
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017	58,1
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016	72,4
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015	89,1
Hombres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014	98
Hombres	De 30 a 44 años	Educación superior	2023	98,3
Hombres	De 30 a 44 años	Educación superior	2022	104,7
Hombres	De 30 a 44 años	Educación superior	2021	134,5
Hombres	De 30 a 44 años	Educación superior	2020	153,1
Hombres	De 30 a 44 años	Educación superior	2019	115
Hombres	De 30 a 44 años	Educación superior	2018	119,4
Hombres	De 30 a 44 años	Educación superior	2017	137,6
Hombres	De 30 a 44 años	Educación superior	2016	174
Hombres	De 30 a 44 años	Educación superior	2015	194,5
Hombres	De 30 a 44 años	Educación superior	2014	244,4
Hombres	De 45 a 54 años	Total	2023	276
Hombres	De 45 a 54 años	Total	2022	314,8
Hombres	De 45 a 54 años	Total	2021	330,3
Hombres	De 45 a 54 años	Total	2020	355,7
Hombres	De 45 a 54 años	Total	2019	338,3
Hombres	De 45 a 54 años	Total	2018	378,1
Hombres	De 45 a 54 años	Total	2017	433,1
Hombres	De 45 a 54 años	Total	2016	496,1
Hombres	De 45 a 54 años	Total	2015	574,4
Hombres	De 45 a 54 años	Total	2014	644,8
Hombres	De 45 a 54 años	Analfabetos	2023	3,1
Hombres	De 45 a 54 años	Analfabetos	2022	4,9
Hombres	De 45 a 54 años	Analfabetos	2021	4,1
Hombres	De 45 a 54 años	Analfabetos	2020	2,8
Hombres	De 45 a 54 años	Analfabetos	2019	4,2
Hombres	De 45 a 54 años	Analfabetos	2018	5,4
Hombres	De 45 a 54 años	Analfabetos	2017	4,3
Hombres	De 45 a 54 años	Analfabetos	2016	6
Hombres	De 45 a 54 años	Analfabetos	2015	8,6
Hombres	De 45 a 54 años	Analfabetos	2014	11,5
Hombres	De 45 a 54 años	Estudios primarios incompletos	2023	5,8
Hombres	De 45 a 54 años	Estudios primarios incompletos	2022	10
Hombres	De 45 a 54 años	Estudios primarios incompletos	2021	8,8
Hombres	De 45 a 54 años	Estudios primarios incompletos	2020	7,7
Hombres	De 45 a 54 años	Estudios primarios incompletos	2019	13,8
Hombres	De 45 a 54 años	Estudios primarios incompletos	2018	18,4
Hombres	De 45 a 54 años	Estudios primarios incompletos	2017	17,3
Hombres	De 45 a 54 años	Estudios primarios incompletos	2016	21,4
Hombres	De 45 a 54 años	Estudios primarios incompletos	2015	28,6
Hombres	De 45 a 54 años	Estudios primarios incompletos	2014	29,7
Hombres	De 45 a 54 años	Educación primaria	2023	35,1
Hombres	De 45 a 54 años	Educación primaria	2022	34,8
Hombres	De 45 a 54 años	Educación primaria	2021	32,8
Hombres	De 45 a 54 años	Educación primaria	2020	37,2
Hombres	De 45 a 54 años	Educación primaria	2019	41,8
Hombres	De 45 a 54 años	Educación primaria	2018	47,7
Hombres	De 45 a 54 años	Educación primaria	2017	55,8
Hombres	De 45 a 54 años	Educación primaria	2016	73,2
Hombres	De 45 a 54 años	Educación primaria	2015	82
Hombres	De 45 a 54 años	Educación primaria	2014	99,6
Hombres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2023	113,8
Hombres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2022	129,3
Hombres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2021	141,3
Hombres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2020	149,7
Hombres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2019	140,2
Hombres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2018	159,4
Hombres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2017	201,2
Hombres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2016	223,8
Hombres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2015	256,1
Hombres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2014	274,5
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2023	35,9
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2022	47,1
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2021	44,9
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2020	49,9
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2019	42,5
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2018	48
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2017	49
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2016	54,5
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2015	65,5
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2014	81
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023	27,4
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022	28,5
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021	29
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020	32,6
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019	25
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018	27
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017	31,4
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016	40,7
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015	45,6
Hombres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014	50,2
Hombres	De 45 a 54 años	Educación superior	2023	55
Hombres	De 45 a 54 años	Educación superior	2022	60,2
Hombres	De 45 a 54 años	Educación superior	2021	69,5
Hombres	De 45 a 54 años	Educación superior	2020	75,9
Hombres	De 45 a 54 años	Educación superior	2019	70,8
Hombres	De 45 a 54 años	Educación superior	2018	72,4
Hombres	De 45 a 54 años	Educación superior	2017	74
Hombres	De 45 a 54 años	Educación superior	2016	76,4
Hombres	De 45 a 54 años	Educación superior	2015	88
Hombres	De 45 a 54 años	Educación superior	2014	98,3
Hombres	55 y más años	Total	2023	248,2
Hombres	55 y más años	Total	2022	252
Hombres	55 y más años	Total	2021	272,4
Hombres	55 y más años	Total	2020	253,4
Hombres	55 y más años	Total	2019	248,7
Hombres	55 y más años	Total	2018	259,2
Hombres	55 y más años	Total	2017	291
Hombres	55 y más años	Total	2016	317
Hombres	55 y más años	Total	2015	335,2
Hombres	55 y más años	Total	2014	350,1
Hombres	55 y más años	Analfabetos	2023	5,8
Hombres	55 y más años	Analfabetos	2022	6,5
Hombres	55 y más años	Analfabetos	2021	4
Hombres	55 y más años	Analfabetos	2020	3,8
Hombres	55 y más años	Analfabetos	2019	3,3
Hombres	55 y más años	Analfabetos	2018	4,8
Hombres	55 y más años	Analfabetos	2017	4,3
Hombres	55 y más años	Analfabetos	2016	4,8
Hombres	55 y más años	Analfabetos	2015	5,1
Hombres	55 y más años	Analfabetos	2014	7,3
Hombres	55 y más años	Estudios primarios incompletos	2023	9,6
Hombres	55 y más años	Estudios primarios incompletos	2022	9,5
Hombres	55 y más años	Estudios primarios incompletos	2021	14,1
Hombres	55 y más años	Estudios primarios incompletos	2020	10,6
Hombres	55 y más años	Estudios primarios incompletos	2019	13,2
Hombres	55 y más años	Estudios primarios incompletos	2018	18,9
Hombres	55 y más años	Estudios primarios incompletos	2017	19,2
Hombres	55 y más años	Estudios primarios incompletos	2016	23,5
Hombres	55 y más años	Estudios primarios incompletos	2015	24,2
Hombres	55 y más años	Estudios primarios incompletos	2014	31,2
Hombres	55 y más años	Educación primaria	2023	30,5
Hombres	55 y más años	Educación primaria	2022	34,3
Hombres	55 y más años	Educación primaria	2021	36,3
Hombres	55 y más años	Educación primaria	2020	35
Hombres	55 y más años	Educación primaria	2019	36,1
Hombres	55 y más años	Educación primaria	2018	41,6
Hombres	55 y más años	Educación primaria	2017	63,5
Hombres	55 y más años	Educación primaria	2016	71,3
Hombres	55 y más años	Educación primaria	2015	76
Hombres	55 y más años	Educación primaria	2014	86,8
Hombres	55 y más años	Primera etapa de educación secundaria y similar	2023	101,9
Hombres	55 y más años	Primera etapa de educación secundaria y similar	2022	103,7
Hombres	55 y más años	Primera etapa de educación secundaria y similar	2021	109,7
Hombres	55 y más años	Primera etapa de educación secundaria y similar	2020	100,6
Hombres	55 y más años	Primera etapa de educación secundaria y similar	2019	106,4
Hombres	55 y más años	Primera etapa de educación secundaria y similar	2018	107,7
Hombres	55 y más años	Primera etapa de educación secundaria y similar	2017	114,2
Hombres	55 y más años	Primera etapa de educación secundaria y similar	2016	125,3
Hombres	55 y más años	Primera etapa de educación secundaria y similar	2015	131,2
Hombres	55 y más años	Primera etapa de educación secundaria y similar	2014	122,2
Hombres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2023	36,1
Hombres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2022	35,3
Hombres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2021	39,5
Hombres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2020	33
Hombres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2019	28,9
Hombres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2018	34,7
Hombres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2017	37,3
Hombres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2016	34,9
Hombres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2015	39,4
Hombres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2014	40,5
Hombres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023	18,5
Hombres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022	19
Hombres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021	24
Hombres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020	18,1
Hombres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019	16,3
Hombres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018	13,4
Hombres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017	17,2
Hombres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016	14
Hombres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015	10,6
Hombres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014	12,3
Hombres	55 y más años	Educación superior	2023	45,9
Hombres	55 y más años	Educación superior	2022	43,6
Hombres	55 y más años	Educación superior	2021	44,7
Hombres	55 y más años	Educación superior	2020	52,2
Hombres	55 y más años	Educación superior	2019	44,5
Hombres	55 y más años	Educación superior	2018	38,3
Hombres	55 y más años	Educación superior	2017	35,2
Hombres	55 y más años	Educación superior	2016	43,2
Hombres	55 y más años	Educación superior	2015	48,7
Hombres	55 y más años	Educación superior	2014	49,9
Mujeres	Total	Total	2023	1.579,4
Mujeres	Total	Total	2022	1.649,9
Mujeres	Total	Total	2021	1.841,9
Mujeres	Total	Total	2020	1.851,6
Mujeres	Total	Total	2019	1.720
Mujeres	Total	Total	2018	1.804,5
Mujeres	Total	Total	2017	2.011,1
Mujeres	Total	Total	2016	2.268,2
Mujeres	Total	Total	2015	2.496,7
Mujeres	Total	Total	2014	2.693,9
Mujeres	Total	Analfabetos	2023	12,4
Mujeres	Total	Analfabetos	2022	15,4
Mujeres	Total	Analfabetos	2021	15,8
Mujeres	Total	Analfabetos	2020	17,2
Mujeres	Total	Analfabetos	2019	12,3
Mujeres	Total	Analfabetos	2018	12
Mujeres	Total	Analfabetos	2017	16,4
Mujeres	Total	Analfabetos	2016	19,7
Mujeres	Total	Analfabetos	2015	23
Mujeres	Total	Analfabetos	2014	21,9
Mujeres	Total	Estudios primarios incompletos	2023	25,5
Mujeres	Total	Estudios primarios incompletos	2022	24,3
Mujeres	Total	Estudios primarios incompletos	2021	26,8
Mujeres	Total	Estudios primarios incompletos	2020	28,4
Mujeres	Total	Estudios primarios incompletos	2019	29,6
Mujeres	Total	Estudios primarios incompletos	2018	37,7
Mujeres	Total	Estudios primarios incompletos	2017	38,2
Mujeres	Total	Estudios primarios incompletos	2016	47,1
Mujeres	Total	Estudios primarios incompletos	2015	52,8
Mujeres	Total	Estudios primarios incompletos	2014	66
Mujeres	Total	Educación primaria	2023	111,8
Mujeres	Total	Educación primaria	2022	113,5
Mujeres	Total	Educación primaria	2021	115,4
Mujeres	Total	Educación primaria	2020	132,3
Mujeres	Total	Educación primaria	2019	132,1
Mujeres	Total	Educación primaria	2018	148,4
Mujeres	Total	Educación primaria	2017	172,3
Mujeres	Total	Educación primaria	2016	197,2
Mujeres	Total	Educación primaria	2015	232,3
Mujeres	Total	Educación primaria	2014	262,1
Mujeres	Total	Primera etapa de educación secundaria y similar	2023	528,9
Mujeres	Total	Primera etapa de educación secundaria y similar	2022	562,5
Mujeres	Total	Primera etapa de educación secundaria y similar	2021	626,2
Mujeres	Total	Primera etapa de educación secundaria y similar	2020	593,8
Mujeres	Total	Primera etapa de educación secundaria y similar	2019	609,9
Mujeres	Total	Primera etapa de educación secundaria y similar	2018	657,8
Mujeres	Total	Primera etapa de educación secundaria y similar	2017	741,8
Mujeres	Total	Primera etapa de educación secundaria y similar	2016	825,2
Mujeres	Total	Primera etapa de educación secundaria y similar	2015	899,2
Mujeres	Total	Primera etapa de educación secundaria y similar	2014	954,2
Mujeres	Total	Segunda etapa de educación secundaria, con orientación general	2023	239
Mujeres	Total	Segunda etapa de educación secundaria, con orientación general	2022	262,4
Mujeres	Total	Segunda etapa de educación secundaria, con orientación general	2021	295,9
Mujeres	Total	Segunda etapa de educación secundaria, con orientación general	2020	295,1
Mujeres	Total	Segunda etapa de educación secundaria, con orientación general	2019	255
Mujeres	Total	Segunda etapa de educación secundaria, con orientación general	2018	268,8
Mujeres	Total	Segunda etapa de educación secundaria, con orientación general	2017	289,4
Mujeres	Total	Segunda etapa de educación secundaria, con orientación general	2016	310,7
Mujeres	Total	Segunda etapa de educación secundaria, con orientación general	2015	335,8
Mujeres	Total	Segunda etapa de educación secundaria, con orientación general	2014	380,1
Mujeres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023	181,3
Mujeres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022	188,8
Mujeres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021	211,2
Mujeres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020	202,1
Mujeres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019	197,2
