Rama de actividad - CNAE2009	Sexo	Tipo de dato	Periodo	Total
63 Servicios de información	Mujeres	Porcentaje	2012	0,1
63 Servicios de información	Mujeres	Porcentaje	2011	0,1
63 Servicios de información	Mujeres	Porcentaje	2010	0,1
63 Servicios de información	Mujeres	Porcentaje	2009	0,1
63 Servicios de información	Mujeres	Porcentaje	2008	0,1
K Actividades financieras y de seguros	Ambos sexos	Valor absoluto	2023	482,2
K Actividades financieras y de seguros	Ambos sexos	Valor absoluto	2022	472,8
K Actividades financieras y de seguros	Ambos sexos	Valor absoluto	2021	482,6
K Actividades financieras y de seguros	Ambos sexos	Valor absoluto	2020	444,9
K Actividades financieras y de seguros	Ambos sexos	Valor absoluto	2019	429,2
K Actividades financieras y de seguros	Ambos sexos	Valor absoluto	2018	434,6
K Actividades financieras y de seguros	Ambos sexos	Valor absoluto	2017	446,3
K Actividades financieras y de seguros	Ambos sexos	Valor absoluto	2016	457,9
K Actividades financieras y de seguros	Ambos sexos	Valor absoluto	2015	454,1
K Actividades financieras y de seguros	Ambos sexos	Valor absoluto	2014	452,7
K Actividades financieras y de seguros	Ambos sexos	Valor absoluto	2013	454,1
K Actividades financieras y de seguros	Ambos sexos	Valor absoluto	2012	435,7
K Actividades financieras y de seguros	Ambos sexos	Valor absoluto	2011	464,6
K Actividades financieras y de seguros	Ambos sexos	Valor absoluto	2010	476,7
K Actividades financieras y de seguros	Ambos sexos	Valor absoluto	2009	487,5
K Actividades financieras y de seguros	Ambos sexos	Valor absoluto	2008	515,1
K Actividades financieras y de seguros	Ambos sexos	Porcentaje	2023	2,3
K Actividades financieras y de seguros	Ambos sexos	Porcentaje	2022	2,3
K Actividades financieras y de seguros	Ambos sexos	Porcentaje	2021	2,4
K Actividades financieras y de seguros	Ambos sexos	Porcentaje	2020	2,3
K Actividades financieras y de seguros	Ambos sexos	Porcentaje	2019	2,2
K Actividades financieras y de seguros	Ambos sexos	Porcentaje	2018	2,2
K Actividades financieras y de seguros	Ambos sexos	Porcentaje	2017	2,4
K Actividades financieras y de seguros	Ambos sexos	Porcentaje	2016	2,5
K Actividades financieras y de seguros	Ambos sexos	Porcentaje	2015	2,5
K Actividades financieras y de seguros	Ambos sexos	Porcentaje	2014	2,6
K Actividades financieras y de seguros	Ambos sexos	Porcentaje	2013	2,6
K Actividades financieras y de seguros	Ambos sexos	Porcentaje	2012	2,5
K Actividades financieras y de seguros	Ambos sexos	Porcentaje	2011	2,5
K Actividades financieras y de seguros	Ambos sexos	Porcentaje	2010	2,5
K Actividades financieras y de seguros	Ambos sexos	Porcentaje	2009	2,6
K Actividades financieras y de seguros	Ambos sexos	Porcentaje	2008	2,5
K Actividades financieras y de seguros	Hombres	Valor absoluto	2023	239,3
K Actividades financieras y de seguros	Hombres	Valor absoluto	2022	225,7
K Actividades financieras y de seguros	Hombres	Valor absoluto	2021	232,1
K Actividades financieras y de seguros	Hombres	Valor absoluto	2020	215,5
K Actividades financieras y de seguros	Hombres	Valor absoluto	2019	201,6
K Actividades financieras y de seguros	Hombres	Valor absoluto	2018	210,2
K Actividades financieras y de seguros	Hombres	Valor absoluto	2017	231,5
K Actividades financieras y de seguros	Hombres	Valor absoluto	2016	222,9
K Actividades financieras y de seguros	Hombres	Valor absoluto	2015	232,3
K Actividades financieras y de seguros	Hombres	Valor absoluto	2014	235,1
K Actividades financieras y de seguros	Hombres	Valor absoluto	2013	232,5
K Actividades financieras y de seguros	Hombres	Valor absoluto	2012	232,9
K Actividades financieras y de seguros	Hombres	Valor absoluto	2011	244,5
K Actividades financieras y de seguros	Hombres	Valor absoluto	2010	257,2
K Actividades financieras y de seguros	Hombres	Valor absoluto	2009	266,8
K Actividades financieras y de seguros	Hombres	Valor absoluto	2008	277,2
K Actividades financieras y de seguros	Hombres	Porcentaje	2023	2,1
K Actividades financieras y de seguros	Hombres	Porcentaje	2022	2
K Actividades financieras y de seguros	Hombres	Porcentaje	2021	2,2
K Actividades financieras y de seguros	Hombres	Porcentaje	2020	2,1
K Actividades financieras y de seguros	Hombres	Porcentaje	2019	1,9
K Actividades financieras y de seguros	Hombres	Porcentaje	2018	2
K Actividades financieras y de seguros	Hombres	Porcentaje	2017	2,3
K Actividades financieras y de seguros	Hombres	Porcentaje	2016	2,2
K Actividades financieras y de seguros	Hombres	Porcentaje	2015	2,4
K Actividades financieras y de seguros	Hombres	Porcentaje	2014	2,5
K Actividades financieras y de seguros	Hombres	Porcentaje	2013	2,5
K Actividades financieras y de seguros	Hombres	Porcentaje	2012	2,4
K Actividades financieras y de seguros	Hombres	Porcentaje	2011	2,4
K Actividades financieras y de seguros	Hombres	Porcentaje	2010	2,5
K Actividades financieras y de seguros	Hombres	Porcentaje	2009	2,5
K Actividades financieras y de seguros	Hombres	Porcentaje	2008	2,3
K Actividades financieras y de seguros	Mujeres	Valor absoluto	2023	243
K Actividades financieras y de seguros	Mujeres	Valor absoluto	2022	247,1
K Actividades financieras y de seguros	Mujeres	Valor absoluto	2021	250,5
K Actividades financieras y de seguros	Mujeres	Valor absoluto	2020	229,4
K Actividades financieras y de seguros	Mujeres	Valor absoluto	2019	227,6
K Actividades financieras y de seguros	Mujeres	Valor absoluto	2018	224,4
K Actividades financieras y de seguros	Mujeres	Valor absoluto	2017	214,8
K Actividades financieras y de seguros	Mujeres	Valor absoluto	2016	235,1
K Actividades financieras y de seguros	Mujeres	Valor absoluto	2015	221,7
K Actividades financieras y de seguros	Mujeres	Valor absoluto	2014	217,6
K Actividades financieras y de seguros	Mujeres	Valor absoluto	2013	221,6
K Actividades financieras y de seguros	Mujeres	Valor absoluto	2012	202,7
K Actividades financieras y de seguros	Mujeres	Valor absoluto	2011	220,1
K Actividades financieras y de seguros	Mujeres	Valor absoluto	2010	219,5
K Actividades financieras y de seguros	Mujeres	Valor absoluto	2009	220,7
K Actividades financieras y de seguros	Mujeres	Valor absoluto	2008	237,9
K Actividades financieras y de seguros	Mujeres	Porcentaje	2023	2,5
K Actividades financieras y de seguros	Mujeres	Porcentaje	2022	2,6
K Actividades financieras y de seguros	Mujeres	Porcentaje	2021	2,8
K Actividades financieras y de seguros	Mujeres	Porcentaje	2020	2,6
K Actividades financieras y de seguros	Mujeres	Porcentaje	2019	2,5
K Actividades financieras y de seguros	Mujeres	Porcentaje	2018	2,6
K Actividades financieras y de seguros	Mujeres	Porcentaje	2017	2,5
K Actividades financieras y de seguros	Mujeres	Porcentaje	2016	2,8
K Actividades financieras y de seguros	Mujeres	Porcentaje	2015	2,7
K Actividades financieras y de seguros	Mujeres	Porcentaje	2014	2,8
K Actividades financieras y de seguros	Mujeres	Porcentaje	2013	2,8
K Actividades financieras y de seguros	Mujeres	Porcentaje	2012	2,5
K Actividades financieras y de seguros	Mujeres	Porcentaje	2011	2,7
K Actividades financieras y de seguros	Mujeres	Porcentaje	2010	2,6
K Actividades financieras y de seguros	Mujeres	Porcentaje	2009	2,6
K Actividades financieras y de seguros	Mujeres	Porcentaje	2008	2,7
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Valor absoluto	2023	252
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Valor absoluto	2022	250,3
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Valor absoluto	2021	262,5
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Valor absoluto	2020	246,7
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Valor absoluto	2019	245
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Valor absoluto	2018	249,1
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Valor absoluto	2017	253,9
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Valor absoluto	2016	264,6
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Valor absoluto	2015	246,2
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Valor absoluto	2014	259,7
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Valor absoluto	2013	272,8
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Valor absoluto	2012	273,5
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Valor absoluto	2011	287,7
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Valor absoluto	2010	290,7
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Valor absoluto	2009	308
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Valor absoluto	2008	323,5
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Porcentaje	2023	1,2
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Porcentaje	2022	1,2
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Porcentaje	2021	1,3
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Porcentaje	2020	1,3
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Porcentaje	2019	1,2
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Porcentaje	2018	1,3
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Porcentaje	2017	1,3
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Porcentaje	2016	1,4
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Porcentaje	2015	1,4
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Porcentaje	2014	1,5
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Porcentaje	2013	1,6
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Porcentaje	2012	1,6
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Porcentaje	2011	1,6
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Porcentaje	2010	1,6
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Porcentaje	2009	1,6
64 Servicios financieros, excepto seguros y fondos de pensiones	Ambos sexos	Porcentaje	2008	1,6
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Valor absoluto	2023	125,5
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Valor absoluto	2022	125
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Valor absoluto	2021	134,2
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Valor absoluto	2020	119,3
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Valor absoluto	2019	116,4
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Valor absoluto	2018	126,5
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Valor absoluto	2017	135,3
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Valor absoluto	2016	135,9
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Valor absoluto	2015	126,3
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Valor absoluto	2014	142,4
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Valor absoluto	2013	144,8
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Valor absoluto	2012	150,3
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Valor absoluto	2011	157,8
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Valor absoluto	2010	161,5
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Valor absoluto	2009	180,2
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Valor absoluto	2008	184,3
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Porcentaje	2023	1,1
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Porcentaje	2022	1,1
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Porcentaje	2021	1,3
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Porcentaje	2020	1,1
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Porcentaje	2019	1,1
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Porcentaje	2018	1,2
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Porcentaje	2017	1,3
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Porcentaje	2016	1,4
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Porcentaje	2015	1,3
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Porcentaje	2014	1,5
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Porcentaje	2013	1,6
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Porcentaje	2012	1,6
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Porcentaje	2011	1,6
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Porcentaje	2010	1,5
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Porcentaje	2009	1,7
64 Servicios financieros, excepto seguros y fondos de pensiones	Hombres	Porcentaje	2008	1,6
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Valor absoluto	2023	126,4
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Valor absoluto	2022	125,4
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Valor absoluto	2021	128,3
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Valor absoluto	2020	127,4
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Valor absoluto	2019	128,6
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Valor absoluto	2018	122,6
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Valor absoluto	2017	118,7
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Valor absoluto	2016	128,7
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Valor absoluto	2015	119,9
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Valor absoluto	2014	117,3
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Valor absoluto	2013	128,1
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Valor absoluto	2012	123,2
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Valor absoluto	2011	129,9
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Valor absoluto	2010	129,2
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Valor absoluto	2009	127,8
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Valor absoluto	2008	139,3
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Porcentaje	2023	1,3
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Porcentaje	2022	1,3
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Porcentaje	2021	1,4
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Porcentaje	2020	1,5
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Porcentaje	2019	1,4
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Porcentaje	2018	1,4
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Porcentaje	2017	1,4
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Porcentaje	2016	1,5
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Porcentaje	2015	1,5
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Porcentaje	2014	1,5
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Porcentaje	2013	1,6
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Porcentaje	2012	1,5
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Porcentaje	2011	1,6
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Porcentaje	2010	1,6
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Porcentaje	2009	1,5
64 Servicios financieros, excepto seguros y fondos de pensiones	Mujeres	Porcentaje	2008	1,6
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2023	157,9
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2022	156,4
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2021	162,4
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2020	143,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2019	128,9
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2018	128,6
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2017	142,5
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2016	142,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2015	154,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2014	145,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2013	134,1
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2012	123
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2011	133,9
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2010	141,6
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2009	138,9
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2008	135,1
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Porcentaje	2023	0,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Porcentaje	2022	0,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Porcentaje	2021	0,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Porcentaje	2020	0,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Porcentaje	2019	0,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Porcentaje	2018	0,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Porcentaje	2017	0,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Porcentaje	2016	0,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Porcentaje	2015	0,9
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Porcentaje	2014	0,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Porcentaje	2013	0,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Porcentaje	2012	0,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Porcentaje	2011	0,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Porcentaje	2010	0,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Porcentaje	2009	0,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Ambos sexos	Porcentaje	2008	0,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Valor absoluto	2023	74,9
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Valor absoluto	2022	66,6
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Valor absoluto	2021	69,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Valor absoluto	2020	67,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Valor absoluto	2019	57,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Valor absoluto	2018	57,4
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Valor absoluto	2017	70,3
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Valor absoluto	2016	62
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Valor absoluto	2015	80
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Valor absoluto	2014	70,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Valor absoluto	2013	63,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Valor absoluto	2012	62,3
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Valor absoluto	2011	66,2
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Valor absoluto	2010	72,5
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Valor absoluto	2009	68,5
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Valor absoluto	2008	63,5
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Porcentaje	2023	0,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Porcentaje	2022	0,6
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Porcentaje	2021	0,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Porcentaje	2020	0,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Porcentaje	2019	0,5
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Porcentaje	2018	0,5
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Porcentaje	2017	0,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Porcentaje	2016	0,6
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Porcentaje	2015	0,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Porcentaje	2014	0,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Porcentaje	2013	0,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Porcentaje	2012	0,6
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Porcentaje	2011	0,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Porcentaje	2010	0,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Porcentaje	2009	0,6
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Hombres	Porcentaje	2008	0,5
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Valor absoluto	2023	83
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Valor absoluto	2022	89,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Valor absoluto	2021	92,5
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Valor absoluto	2020	76
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Valor absoluto	2019	71,1
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Valor absoluto	2018	71,2
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Valor absoluto	2017	72,2
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Valor absoluto	2016	80,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Valor absoluto	2015	74,6
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Valor absoluto	2014	75,1
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Valor absoluto	2013	70,3
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Valor absoluto	2012	60,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Valor absoluto	2011	67,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Valor absoluto	2010	69,1
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Valor absoluto	2009	70,4
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Valor absoluto	2008	71,7
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Porcentaje	2023	0,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Porcentaje	2022	1
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Porcentaje	2021	1
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Porcentaje	2020	0,9
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Porcentaje	2019	0,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Porcentaje	2018	0,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Porcentaje	2017	0,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Porcentaje	2016	1
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Porcentaje	2015	0,9
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Porcentaje	2014	1
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Porcentaje	2013	0,9
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Porcentaje	2012	0,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Porcentaje	2011	0,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Porcentaje	2010	0,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Porcentaje	2009	0,8
65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	Mujeres	Porcentaje	2008	0,8
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Valor absoluto	2023	72,4
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Valor absoluto	2022	66,1
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Valor absoluto	2021	57,8
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Valor absoluto	2020	54,4
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Valor absoluto	2019	55,3
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Valor absoluto	2018	56,9
66 Actividades auxiliares a los servicios financieros y a los seguros	Ambos sexos	Valor absoluto	2017	49,9
